,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
243,248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Aster,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397"
244,249,You guys would never want to go to a lecture with me.,Aster,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483"
245,250,Pa-haa!! I would love to go with you.,Honor,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571"
246,251,Really!?,Aster,surprise,positive,24,4,3,14,"00:10:56,739","00:10:57,864"
247,252,"Yeah, hey I-I have clothes, I even pick them out.",Honor,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660"
248,253,"I mean for, for all you know I could be a fashion..... monger.",Honor,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121"
249,254,"Okay. Honey, I would love for you to go with me.  What?",Aster,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256"
250,255,"What should I wear, now I’m all nervous.",Honor,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969"
251,256,": I know, we did it!! Hey, that was incredible, huh?!",Avery,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321"
252,257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Alex,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075"
253,258,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",Avery,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916"
254,259,"Oh well, okay, good luck.",Alex,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462"
255,260,: Yeah.,Avery,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462"
256,261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Alex,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716"
257,262,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",Avery,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350"
258,263,Okay.,Alex,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742"
259,264,: Yeah.,Avery,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402"
260,265,Go get ‘em Treeger.,Alex,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852"
261,266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Avery,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860"
262,267,Really?,Alex,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113"
263,268,": Yeah, you could dance real good with her, she’s the same size as me.",Avery,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991"
264,269,"No, I’m good.",Alex,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867"
265,270,"Oh God, this is so nerve wracking! How-how do you do this?",Honor,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958"
266,271,"Well, unfortunately, I don't get many callbacks so",Alex,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128"
267,272,Is it a good sign that they asked us to hang around after the audition?,Basil,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715"
268,273,Who knows?,Alex,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508"
269,274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",Bay,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976"
270,275,Yes!! I knew it!!  Bye-bye! So long! Later!,Honor,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403"
271,276,Oh this is great! I might actually get to play Ben's dad!,Alex,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824"
272,277,Yeah!,Honor,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743"
273,278,"Actually, that can't happen.",Bay,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243"
274,279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",Bay,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665"
275,280,So it'll be either you two  or you two.,Bay,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585"
276,281,"Man, this is gonna be kinda weird.",Alex,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508"
277,282,"Yeah, it is.",Honor,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508"
278,283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Honor,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142"
279,284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Auden,sadness,negative,27,0,5,24,"00:20:18,592","00:20:24,805"
280,285,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",Ace,joy,positive,27,1,5,24,"00:21:04,763","00:21:11,060"
281,286,Please!,Honor,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201"
282,287,Are you kidding?,Honor,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673"
283,288,"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.",Honor,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821"
284,289,"And it’s all because of you, wonderful, amazing you.",Honor,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917"
285,290,I think you’ve got concussion.,Baylor,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839"
286,291,"No, no, I’m serious. Thank you.",Honor,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592"
287,292,You’re welcome.  I’m sorry. Did I hurt you?,Baylor,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142"
288,293,"It’s worth the pain.  Y’know what, you know what? It’s not.",Honor,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021"
289,294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Auden,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426"
290,295,"I do! Want a hint? huh? ""I do""  ""I do"".",Ace,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426"
291,296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Auden,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188"
292,297,David is going to propose to Phoebe.,Ace,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668"
293,298,What?  Why?,Auden,surprise,negative,29,4,9,23,"0:08:45,668","0:08:48,470"
294,300,"Chandler, we have talked about this.",Auden,anger,negative,29,6,9,23,"00:08:54,575","00:08:56,952"
295,301,You are not supposed to give people advice!,Auden,anger,negative,29,7,9,23,"00:08:57,119","00:08:59,871"
296,302,Now couldn't you just have made some sort of inappropriate joke?,Auden,anger,negative,29,8,9,23,"00:09:01,541","00:09:04,209"
297,303,I,Ace,neutral,neutral,29,9,9,23,"00:09:04,377","00:09:06,503"
298,304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Auden,anger,negative,29,10,9,23,"00:09:09,924","00:09:16,555"
299,305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Auden,anger,negative,29,11,9,23,"00:09:16,722","00:09:26,356"
300,306,"Man, that's some",Ace,surprise,positive,29,12,9,23,"00:09:24,146","00:09:26,356"
301,307,"Oh, that's not what you want...",Honor,neutral,neutral,29,13,9,23,"00:30:29,953","00:30:38,126"
302,308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Beck,neutral,neutral,30,0,6,21,"00:04:19,342","00:04:23,262"
303,309,It-it’s great to meet you Paul.,Honor,joy,positive,30,1,6,21,"00:04:23,429","00:04:25,847"
304,310,I usually prefer Elizabeth’s boyfriends to address me as Mr. Stevens.,Cameron,neutral,neutral,30,2,6,21,"00:04:26,015","00:04:29,476"
305,311,"Of course, of course, Mr. Stevens.",Honor,neutral,neutral,30,3,6,21,"00:04:30,812","00:04:33,021"
306,312,"So Ross, what your problem?",Cameron,anger,negative,30,4,6,21,"00:04:33,189","00:04:37,901"
307,313,Eh-wh—Excuse me?,Honor,surprise,positive,30,5,6,21,"00:04:39,862","00:04:41,113"
308,314,Why can’t you get a girlfriend your own age?,Cameron,anger,negative,30,6,6,21,"00:04:41,281","00:04:43,282"
309,315,That’s funny. Umm….  It’s not funny.,Honor,fear,negative,30,7,6,21,"00:04:43,992","00:04:52,374"
310,316,I,Cameron,neutral,neutral,30,8,6,21,"00:04:49,706","00:04:52,374"
311,317,Okay.,Honor,neutral,neutral,30,9,6,21,"0:04:52,542","0:04:52,844"
312,318,"I can, I can see that.",Honor,neutral,neutral,30,10,6,21,"0:04:52,844","0:04:55,338"
313,319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Honor,fear,negative,30,11,6,21,"00:04:55,461","00:05:00,799"
314,320,Okay.,Cameron,neutral,neutral,30,12,6,21,"0:05:00,967","0:05:01,779"
315,321,What?,Honor,neutral,neutral,30,13,6,21,"0:05:01,779","0:05:03,485"
316,322,Okay. I’ll give you one chance to change my mind.  You got one minute.,Cameron,anger,negative,30,14,6,21,"00:05:03,594","00:05:09,057"
317,323,Daddy!,Beck,surprise,negative,30,15,6,21,"00:05:10,101","00:05:11,977"
318,324,"Oh well, it’s not on TV yet.",Alex,neutral,neutral,31,0,6,22,"00:04:32,563","00:04:35,774"
319,325,"Well, then it’s not on the wall yet.",Carey,neutral,neutral,31,1,6,22,"00:04:35,942","00:04:38,110"
320,326,"Okay, fine, I will bring you a tape, huh?",Alex,neutral,neutral,31,2,6,22,"00:04:39,779","00:04:43,865"
321,327,"So umm, now do you have any of Matt Lauer’s clothes here? Maybe? Just ones that haven’t been cleaned yet?",Ellis,neutral,neutral,31,3,6,22,"00:04:44,534","00:04:50,372"
322,329,Ooooohh!,Carson,surprise,negative,32,0,1,12,"00:10:59,992","00:11:01,034"
323,330,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.",Ellis,neutral,neutral,32,1,1,12,"00:11:01,202","00:11:14,005"
324,331,Was it...?,Auden,surprise,negative,32,2,1,12,"00:11:18,386","00:11:19,487"
325,332,"Oh, boy scouts could have camped under there.",Ellis,neutral,neutral,32,3,1,12,"00:11:19,595","00:11:22,097"
326,333,"""Ooo,"" what?",Aster,surprise,positive,32,4,1,12,"0:11:24,225","0:11:26,687"
327,334,Uma Thurman.,Ellis,neutral,neutral,32,5,1,12,"0:11:26,687","0:11:26,829"
328,335,Oh!,Auden,surprise,positive,32,6,1,12,"0:11:26,936","0:11:28,021"
329,336,The actress!,Honor,surprise,positive,32,7,1,12,"0:11:28,021","0:11:28,166"
330,337,Thanks Rach.,Honor,neutral,neutral,32,8,1,12,"00:11:31,023","00:11:32,732"
331,338,So what are you gonna do?,Ace,surprise,negative,32,9,1,12,"0:11:34,652","0:11:35,824"
332,339,You have to tell her!,Honor,joy,positive,32,10,1,12,"0:11:35,824","0:11:36,658"
333,340,You have to tell her!,Honor,joy,positive,32,11,1,12,"00:11:36,779","00:11:39,531"
334,341,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",Honor,anger,negative,32,12,1,12,"00:11:36,779","00:11:43,076"
335,342,Guys?,Honor,anger,negative,32,13,1,12,"0:11:39,699","0:11:40,033"
336,343,Guys?,Honor,anger,negative,32,14,1,12,"0:11:40,033","0:11:43,147"
337,344,"Oh, yeah, you have to tell her.",Ace,neutral,neutral,32,15,1,12,"00:11:43,244","00:11:45,120"
338,345,Feminist issue. That's where I went!,Alex,neutral,neutral,32,16,1,12,"00:11:45,287","00:11:46,788"
339,346,She is gonna hate me.,Ellis,fear,negative,32,17,1,12,"00:11:48,833","00:11:50,083"
340,347,"Yeah, well...",Honor,neutral,neutral,32,18,1,12,"00:11:50,251","00:11:51,251"
341,328,Will you marry me?,Ace,fear,negative,33,0,6,24,"00:03:44,724","00:03:49,102"
342,329,It’s the big night! We wanted to wish you good luck!,Alex,joy,positive,33,1,6,24,"00:04:01,741","00:04:03,951"
343,330,"Yeah, yeah you have the ring?",Honor,neutral,neutral,33,2,6,24,"00:04:04,118","00:04:06,286"
344,331,"Yeah, right here in my pocket.  Pheebs?",Ace,neutral,neutral,33,3,6,24,"00:04:04,118","00:04:13,085"
345,332,Oh! Oop!,Ellis,surprise,positive,33,4,6,24,"00:04:11,459","00:04:13,085"
346,333,"Okay, now will you guys get out of here? I want this is to be a surprise and she’s gonna know.",Ace,neutral,neutral,33,5,6,24,"00:04:15,713","00:04:19,508"
347,334,Yeah-yeah you guys. Get out of here!,Honor,neutral,neutral,33,6,6,24,"00:04:19,676","00:04:22,302"
348,335,Hi guys.,Auden,neutral,neutral,33,7,6,24,"00:04:23,805","00:04:26,306"
349,336,You are beautiful.,Ace,joy,positive,33,8,6,24,"00:04:28,142","00:04:32,020"
350,337,"Oh, thank you!   What’s going on?",Auden,joy,positive,33,9,6,24,"00:04:37,402","00:04:44,616"
351,338,We’re just really…very excited about this charity event that we have to go to.,Aster,neutral,neutral,33,10,6,24,"00:04:39,570","00:04:44,616"
352,339,"Okay umm, Ross?",Aster,neutral,neutral,34,0,5,23,"00:14:24,321","00:14:25,500"
353,340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",Aster,neutral,neutral,34,1,5,23,"00:14:24,321","00:14:28,992"
354,341,"Now, I'm just letting you know that this is",Aster,neutral,neutral,34,2,5,23,"00:14:29,201","00:14:32,500"
355,342,Yep! That's hilarious!,Honor,joy,positive,34,3,5,23,"00:14:37,918","00:14:40,086"
356,343,I'm sorry. I'm done. I'm done.,Aster,neutral,neutral,34,4,5,23,"00:14:40,921","00:14:42,922"
357,344,"Y'know, last night was embarrassing for you too.",Honor,neutral,neutral,34,5,5,23,"00:14:43,132","00:14:46,259"
358,345,"No, not really. I mean you've seen me naked hundreds of times.",Aster,neutral,neutral,34,6,5,23,"00:14:46,468","00:14:48,386"
359,346,Uh-huh. But it was a first for the rest of my building.,Honor,neutral,neutral,34,7,5,23,"00:14:48,386","00:14:49,386"
360,347,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",Aster,neutral,neutral,34,8,5,23,"00:14:48,596","00:14:51,389"
361,348,What?! You totally get embarrassed!,Honor,surprise,positive,34,9,5,23,"00:14:51,599","00:14:53,725"
362,349,"No, I don't! Ross, I think I'm just a more secure person than you are.",Aster,neutral,neutral,34,10,5,23,"00:14:53,934","00:14:58,521"
363,350,Is that so?,Honor,neutral,neutral,34,11,5,23,"0:14:58,731","0:14:59,732"
364,351,Yeah.,Aster,neutral,neutral,34,12,5,23,"0:14:59,732","0:15:00,469"
365,352,Hey lady! I don't care how much you want it! Okay?! I am,Honor,disgust,negative,34,13,5,23,"00:15:02,234","00:15:06,029"
366,353,I can’t believe it!,Ellis,surprise,positive,35,0,7,9,"0:21:24,783","0:21:26,494"
367,354,I did it!,Ellis,joy,positive,35,1,7,9,"0:21:26,494","0:21:27,676"
368,355,I rode a bike!,Ellis,joy,positive,35,2,7,9,"0:21:27,676","0:21:28,010"
369,356,I never thought I’d be able to do that!,Ellis,joy,positive,35,3,7,9,"0:21:28,120","0:21:30,342"
370,357,Thank you Ross.,Ellis,joy,positive,35,4,7,9,"0:21:30,342","0:21:31,300"
371,358,"Oh hey, don’t thank me, thank yourself. You’re the one who faced her fears and ultimately overcame them.",Honor,joy,positive,35,5,7,9,"00:21:31,456","00:21:37,837"
372,362,"Hey, both you guys should be up there with me.",Honor,neutral,neutral,36,0,4,22,"00:21:05,681","00:21:08,724"
373,363,"I mean, you two are-are my… I mean, I’m lucky to have just one good",Honor,neutral,neutral,36,1,4,22,"00:21:08,892","00:21:15,356"
374,364,Thanks man.,Ace,neutral,neutral,36,2,4,22,"00:21:17,192","00:21:19,068"
375,365,I gotta go check something over here.,Alex,neutral,neutral,36,3,4,22,"00:21:20,821","00:21:23,281"
376,366,What a baby.,Ace,sadness,negative,36,4,4,22,"0:21:28,287","0:21:28,999"
377,367,Total wuss!,Honor,sadness,negative,36,5,4,22,"0:21:28,999","0:21:30,933"
378,391,"Okay, we have a lot of options here, a number of prototypes for you to try on.",Auden,neutral,neutral,37,0,7,19,"00:15:41,857","00:15:46,694"
379,392,Wow! This looks great!,Alex,joy,positive,37,1,7,19,"00:15:47,529","00:15:48,905"
380,393,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",Auden,joy,positive,37,2,7,19,"00:15:49,073","00:15:53,910"
381,394,And-and-and-and-and the toothpicks?,Alex,disgust,negative,37,3,7,19,"00:15:54,078","00:15:56,871"
382,395,You kissed another woman!,Auden,anger,negative,38,0,8,2,"00:20:20,844","00:20:23,012"
383,396,Call it even?!,Ace,neutral,neutral,38,1,8,2,"0:20:24,598","0:20:25,660"
384,397,Okay!,Auden,joy,positive,38,2,8,2,"0:20:25,660","0:20:26,370"
385,398,"Well, I’m gonna go get these  in some water.",Honor,neutral,neutral,38,3,8,2,"0:20:32,522","0:20:34,983"
386,399,Wait you stole those from these people’s wedding?,Ellis,surprise,negative,38,4,8,2,"0:20:34,983","0:20:37,385"
387,400,"No-no, I took them from the hotel lobby.",Honor,neutral,neutral,38,5,8,2,"00:20:37,611","00:20:41,989"
388,401,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",Honor,anger,negative,38,6,8,2,"00:20:37,611","00:20:45,743"
389,402,Hey!,Honor,surprise,positive,38,7,8,2,"0:20:49,081","0:20:49,582"
390,403,My sweater!,Honor,surprise,positive,38,8,8,2,"0:20:49,582","0:20:51,192"
391,404,I’ve been looking for this for like a month!,Honor,surprise,positive,38,9,8,2,"00:20:54,002","00:20:57,004"
392,405,Oh my God!!,Ellis,surprise,negative,38,10,8,2,"00:21:01,843","00:21:03,719"
393,406,Oh my God!,Alex,surprise,negative,38,11,8,2,"00:21:10,811","00:21:12,395"
394,407,Happy?! Is that what I’m supposed to be Vic? Happy?,Dean,anger,negative,39,0,3,19,"00:11:00,868","00:11:03,912"
395,408,"Well, why don’t you tell me what you’re supposed to be!",Alex,anger,negative,39,1,3,19,"0:11:05,623","0:11:07,515"
396,409,Huh?,Alex,surprise,negative,39,2,3,19,"0:11:07,515","0:11:08,269"
397,410,Because I sure as hell can’t figure it out!,Alex,anger,negative,39,3,3,19,"00:11:08,376","00:11:10,835"
398,411,I talk to you and nothin’.,Alex,anger,negative,39,4,3,19,"00:11:11,003","00:11:13,421"
399,412,"You look at me, and it’s nothin’.",Alex,anger,negative,39,5,3,19,"0:11:13,589","0:11:15,258"
400,413,Nothing.,Alex,anger,negative,39,6,3,19,"0:11:15,258","0:11:16,114"
401,414,"Tasty! I’m really starting to feel like you guys have a history, it’s-it’s nice.",Dion,joy,positive,39,7,3,19,"00:11:23,057","00:11:30,021"
402,415,I have a question about this scene.,Dean,neutral,neutral,39,8,3,19,"0:11:30,189","0:11:31,941"
403,416,Yes?,Dion,neutral,neutral,39,9,3,19,"0:11:31,941","0:11:32,589"
404,417,"Well, I don’t understand why Adrienne’s attracted to Victor.",Dean,disgust,negative,39,10,3,19,"00:11:32,692","00:11:37,112"
405,418,"Peel the onion. First of all, he’s good looking.",Dion,neutral,neutral,39,11,3,19,"00:11:37,279","00:11:43,743"
406,419,Yeah.,Alex,neutral,neutral,39,12,3,19,"00:11:42,535","00:11:43,743"
407,420,I think my character’s gonna need a little bit more of reason than that.,Dean,neutral,neutral,39,13,3,19,"00:11:43,911","00:11:46,955"
408,421,"Oh, hey, how about this one.",Alex,neutral,neutral,39,14,3,19,"00:11:47,123","00:11:50,375"
409,422,"Ah, it’s says so in the script!",Alex,anger,negative,39,15,3,19,"00:11:47,123","00:11:59,467"
410,423,"Y'know ah, I-I don’t know why my character likes you either, I mean it says in the script here that you’re a bitch.",Alex,anger,negative,39,16,3,19,"00:11:53,295","00:12:02,929"
411,424,It doesn’t say that in the script.,Dean,anger,negative,39,17,3,19,"0:12:00,177","0:12:02,529"
412,425,It does in mine!,Alex,anger,negative,39,18,3,19,"0:12:02,529","0:12:02,973"
413,426,I can’t,Ellis,anger,negative,40,0,8,4,"00:04:36,859","00:04:40,237"
414,427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Alex,anger,negative,40,1,8,4,"00:04:40,405","00:04:43,532"
415,428,Y’know who has a great video camera?,Ace,neutral,neutral,40,2,8,4,"0:04:47,996","0:04:50,008"
416,429,Greg and Jenny?,Ellis,neutral,neutral,40,3,8,4,"0:04:50,008","0:04:51,709"
417,430,Do you still wanna call ‘em? I wanna call ‘em.,Auden,neutral,neutral,40,4,8,4,"0:04:52,417","0:04:54,879"
418,431,Let’s call ‘em.,Ace,neutral,neutral,40,5,8,4,"0:04:54,879","0:04:55,020"
419,432,Yeah! Ask them if they brought their friends any souvenirs!,Alex,joy,positive,40,6,8,4,"00:04:55,169","00:04:57,421"
420,433,Hello?  Eighth street deli?,Auden,neutral,neutral,40,7,8,4,"00:05:04,095","00:05:06,471"
421,434,"Hey, hang up! You get food poisoning just talkin’ to that place.",Alex,disgust,negative,40,8,8,4,"00:05:06,681","00:05:10,726"
422,435,"Uh sorry, wrong number.",Auden,fear,negative,40,9,8,4,"0:05:10,977","0:05:12,187"
423,436,Here you go.,Ace,neutral,neutral,40,10,8,4,"0:05:12,187","0:05:14,079"
424,437,Hello?   It’s the deli again!,Auden,surprise,negative,40,11,8,4,"00:05:16,566","00:05:19,609"
425,438,All right! I’ll have a sandwich!,Alex,joy,positive,40,12,8,4,"00:05:19,777","00:05:21,945"
426,439,I don’t think this number’s right!,Auden,sadness,negative,40,13,8,4,"00:05:22,864","00:05:24,448"
427,440,Oh come on!!,Aster,sadness,negative,40,14,8,4,"00:05:25,908","00:05:28,118"
428,441,"Gotta go. I miss you too, I love you, but it's getting real late now",Dominique,sadness,negative,41,0,1,13,"00:04:41,281","00:04:49,162"
429,442,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me?  Did you know this isn't Ma?",Alex,surprise,negative,41,1,1,13,"00:04:45,493","00:04:56,503"
430,443,Her name's Ronni. She's a pet mortician.,Dominique,neutral,neutral,41,2,1,13,"00:05:05,680","00:05:09,891"
431,444,Sure. So how long you been...,Alex,neutral,neutral,41,3,1,13,"00:05:14,147","00:05:18,358"
432,445,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",Dominique,neutral,neutral,41,4,1,13,"00:05:20,486","00:05:28,994"
433,446,Since then?!,Alex,surprise,negative,41,5,1,13,"0:05:25,158","0:05:26,076"
434,447,"No, it's only been six years.",Dominique,neutral,neutral,41,6,1,13,"0:05:26,076","0:05:29,058"
435,448,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,Dominique,neutral,neutral,41,7,1,13,"00:05:29,203","00:05:34,333"
436,449,...Joe.,Dominique,neutral,neutral,41,8,1,13,"0:05:37,003","0:05:37,462"
437,450,Y'ever been in love?,Dominique,neutral,neutral,41,9,1,13,"0:05:37,462","0:05:39,410"
438,451,...I d'know.,Alex,neutral,neutral,41,10,1,13,"00:05:41,049","00:05:42,090"
439,452,Then y'haven't. You're burning your tomatoes.,Dominique,neutral,neutral,41,11,1,13,"0:05:44,844","0:05:47,514"
440,453,You're one to talk.,Alex,disgust,negative,41,12,1,13,"0:05:47,514","0:05:47,871"
441,454,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",Dominique,neutral,neutral,41,13,1,13,"00:05:50,433","00:05:58,648"
442,455,Oh man. Please tell me one of 'em is Ma.,Alex,disgust,negative,41,14,1,13,"00:05:55,605","00:05:58,648"
443,456,"Of course, course one of 'em's Ma. What's the matter with you.",Dominique,surprise,negative,41,15,1,13,"00:05:58,900","00:06:01,818"
444,457,"Everything’s gonna be all right. Okay, Dick?",Ace,neutral,neutral,42,0,3,23,"00:21:57,691","00:22:03,237"
445,458,"Hello, I am Guru Saj--Whoa!!  That’s supposed to be a duck right? ‘Cause otherwise, this is waaay out of my league.",Ellison,surprise,negative,42,1,3,23,"00:22:05,907","00:22:13,456"
446,459,"Hey, Rach, how was work?",Auden,neutral,neutral,43,0,3,19,"00:21:33,917","00:21:37,211"
447,460,"Oh, great. Although I did sit down where there wasn’t a chair.",Aster,neutral,neutral,43,1,3,19,"00:21:35,752","00:21:40,381"
448,461,"By the way, Ross dropped by a box of your stuff.",Auden,neutral,neutral,43,2,3,19,"00:21:41,258","00:21:43,718"
449,462,"Oh, well, I guess I had that one coming.",Aster,neutral,neutral,43,3,3,19,"00:21:43,927","00:21:47,221"
450,463,"I’m just gonna throw it out, it’s probably just a bunch of shampoo and...",Aster,neutral,neutral,43,4,3,19,"00:21:47,723","00:21:51,392"
451,464,Something wrong?,Auden,neutral,neutral,43,5,3,19,"00:21:52,936","00:21:54,145"
452,465,No. Nothing.,Aster,neutral,neutral,43,6,3,19,"00:22:03,030","00:22:05,239"
453,466,"And then, and then you said that thing about, about bringing the Mesozoic era in the 21st century.",Reese,neutral,neutral,44,0,9,23,"00:18:57,761","00:19:05,560"
454,467,"Yeah, that's it?",Honor,surprise,positive,44,1,9,23,"0:19:03,767","0:19:04,989"
455,468,Yeah.,Reese,neutral,neutral,44,2,9,23,"0:19:04,989","0:19:05,624"
456,471,"Dude, I am sorry about what I said!",Alex,sadness,negative,45,0,4,18,"00:16:58,976","00:17:01,936"
457,472,"No, no, you’re right, it is a ridiculous name!",Ace,disgust,negative,45,1,4,18,"00:17:02,104","00:17:05,106"
458,473,It’s not that bad.,Alex,neutral,neutral,45,2,4,18,"00:17:05,983","00:17:08,609"
459,474,"Yes it is! From now on, I have no first name.",Ace,anger,negative,45,3,4,18,"00:17:09,361","00:17:12,321"
460,475,"So, you’re just Bing?",Alex,neutral,neutral,45,4,4,18,"00:17:13,198","00:17:16,451"
461,476,Because we won our apartment back!,Auden,joy,positive,46,0,4,19,"00:12:41,177","00:12:42,927"
462,477,"What? Ace is high! Jack, queen, king, ace!",Alex,surprise,negative,46,1,4,19,"00:12:43,095","00:12:46,264"
463,478,"No! Ace is low! Ace, two, three, four!",Auden,anger,negative,46,2,4,19,"00:12:46,432","00:12:49,184"
464,479,I don’t know. Ooh! Ooh! Look it!  Ah-ha!,Ellis,surprise,positive,46,3,4,19,"00:12:56,942","00:13:04,073"
465,480,"All right, cut, let’s pick again, pick again.",Aster,neutral,neutral,46,4,4,19,"0:13:06,577","0:13:08,259"
466,481,Okay.,Alex,neutral,neutral,46,5,4,19,"0:13:08,259","0:13:09,309"
467,482,Come on apartment! Come on apartment!  Oh! I know queen is high!,Aster,anger,negative,46,6,4,19,"00:13:11,332","00:13:19,589"
468,483,"Uh-huh, not as high as… It worked! King!",Alex,surprise,positive,46,7,4,19,"00:13:19,757","00:13:23,802"
469,484,Yeah baby!,Ace,joy,positive,46,8,4,19,"00:13:23,969","00:13:26,596"
470,485,"But, we pick again! We pick again!",Auden,joy,positive,46,9,4,19,"00:13:27,223","00:13:28,932"
471,486,Why?!,Alex,neutral,neutral,46,10,4,19,"0:13:29,099","0:13:29,767"
472,487,I don’t know!,Auden,fear,negative,46,11,4,19,"0:13:29,767","0:13:30,673"
473,488,Tickets please!  That’s courtside baby!,Ace,joy,positive,46,12,4,19,"00:13:32,561","00:13:39,317"
474,489,"Seriously, good game though. Good game.   What are they so mad about? They get the apartment back!",Alex,surprise,negative,46,13,4,19,"00:13:39,485","00:13:49,619"
475,490,No they didn’t!,Ace,joy,positive,46,14,4,19,"00:13:48,285","00:13:49,619"
476,491,"You know, I don't think we brought enough stuff. Did you forget to pack the baby's anvil?",Ace,neutral,neutral,47,0,2,6,"00:06:09,327","00:06:13,747"
477,492,It's gonna be worth it.,Alex,neutral,neutral,47,1,2,6,"00:06:13,956","00:06:15,999"
478,493,"It's a known fact that women love babies, all right?",Alex,neutral,neutral,47,2,2,6,"00:06:16,167","00:06:19,252"
