,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
855,896,"What a beautiful story. Hey, I'm fine by the way.",Patricia,joy,positive,87,9,1,5,"00:22:18,003","00:22:23,090"
856,897,You know what? You are right. I,Sofia,neutral,neutral,88,0,9,21,"00:20:49,673","00:20:52,625"
857,898,Good for you Pheebs!,Scarlett,joy,positive,88,1,9,21,"00:20:52,793","00:20:55,878"
858,899,Ok.,Sofia,neutral,neutral,88,2,9,21,"00:20:56,046","00:20:57,380"
859,900,"Okay  If you guys have microphones in there too, I didn't mean",Sofia,neutral,neutral,88,3,9,21,"00:20:59,800","00:21:04,637"
860,901,This sucks! I didn’t know I had to stay up all night before I went to this stupid sleep clinic! I’m so tired!,Luna,anger,negative,89,0,4,20,"00:09:22,478","00:09:29,651"
861,902,It’s 6:00.,Mary,neutral,neutral,89,1,4,20,"00:09:31,195","00:09:33,151"
862,904,Hi!,Scarlett,joy,positive,89,2,4,20,"00:09:34,448","00:09:35,824"
863,906,"Yeah, Rach, I think you’re handling that really well.",Luna,neutral,neutral,89,4,4,20,"00:09:41,163","00:09:43,498"
864,907,Handling it?,Scarlett,neutral,neutral,89,5,4,20,"00:09:44,458","00:09:45,917"
865,908,"What do you mean, handling it?",Scarlett,joy,positive,89,6,4,20,"0:09:46,085","0:09:47,097"
866,909,There’s nothing to handle.,Scarlett,joy,positive,89,7,4,20,"0:09:47,097","0:09:48,219"
867,910,"Now, maybe I would have a problem with this if it wasn’t for me and Joshua.",Scarlett,neutral,neutral,89,8,4,20,"00:09:48,337","00:09:52,757"
868,911,"Y’know, they’re not gonna get married anyway!",Scarlett,anger,negative,89,9,4,20,"0:09:52,925","0:09:55,136"
869,912,What?,Mary,surprise,negative,89,10,4,20,"0:09:55,136","0:09:56,593"
870,913,Come on!,Scarlett,anger,negative,89,11,4,20,"0:09:56,679","0:09:57,472"
871,914,They rushed into this thing so fast it’s ridiculous!,Scarlett,disgust,negative,89,12,4,20,"0:09:57,472","0:10:00,734"
872,917,"And somewhere along the way, one of them is gonna realise what they’ve done and they’re call the whole thing off.",Scarlett,neutral,neutral,89,15,4,20,"00:10:03,811","00:10:08,148"
873,918,"I’m telling ya, you’re gonna be dancing at my wedding before you’re dancing at there’s.",Scarlett,joy,positive,89,16,4,20,"00:10:08,316","00:10:11,776"
874,919,What the hell is this?!,Sofia,surprise,negative,90,0,4,22,"00:06:52,954","00:06:54,538"
875,920,"What, did you actually thought it would make me feel better to give me stuff that I can’t use for another two months?!",Sofia,anger,negative,91,0,4,20,"00:06:56,249","00:07:02,087"
876,921,This sucks!,Sofia,anger,negative,92,0,4,22,"00:07:02,255","00:07:03,880"
877,922,"All right, what’s my next present?",Sofia,neutral,neutral,92,1,4,22,"00:07:06,592","00:07:08,135"
878,924,"All right, there’s a nuclear holocaust, I’m the last man on Earth. Would you go out with me?",Mary,neutral,neutral,93,0,4,1,"00:08:58,078","00:09:05,126"
879,925,Enhh,Abigail,neutral,neutral,93,1,4,1,"00:09:07,547","00:09:09,089"
880,926,I’ve got canned goods.,Mary,neutral,neutral,93,2,4,1,"00:09:11,634","00:09:12,759"
881,927,"Hey, you guys! Take a look at this!  Check this baby out, dug me a hole!",Luna,surprise,positive,93,3,4,1,"00:09:15,137","00:09:20,517"
882,928,"Excellent hole, Joe.",Mary,neutral,neutral,93,4,4,1,"00:09:22,728","00:09:24,813"
883,929,Oh no! No!! My hole!!,Luna,surprise,negative,93,5,4,1,"00:09:26,440","00:09:28,525"
884,930,Ow!! Ow!!!,Abigail,disgust,negative,93,6,4,1,"00:09:28,693","00:09:30,819"
885,931,What?! What?!! What is it?!,Luna,surprise,negative,93,7,4,1,"00:09:30,987","00:09:32,404"
886,932,My drinking?,Scarlett,neutral,neutral,94,0,4,9,"00:11:38,948","00:11:40,198"
887,933,"Oh, I must’ve said that after you left.",Cheryl,neutral,neutral,94,1,4,9,"00:11:41,617","00:11:44,244"
888,934,Said what? Exactly.,Scarlett,fear,negative,94,2,4,9,"00:11:45,579","00:11:46,955"
889,935,That you enjoyed the occasional drink…ing binge.,Cheryl,neutral,neutral,94,3,4,9,"00:11:47,123","00:11:48,915"
890,936,"Oh my God!! Ohh, that is it! I’m leaving! You are just a horrible person!",Scarlett,disgust,negative,94,4,4,9,"00:11:52,211","00:11:58,299"
891,937,Wait-wait-wait-wait-wait-wait-wait-wait!!,Cheryl,fear,negative,94,5,4,9,"00:11:54,964","00:11:58,299"
892,938,If you’re gonna get all sensitive about it!,Cheryl,anger,negative,94,6,4,9,"00:11:58,467","00:12:01,386"
893,939,I don’t want to lose you.,Cheryl,sadness,negative,94,7,4,9,"00:12:01,554","00:12:02,929"
894,940,"What if I, create a position for you?",Cheryl,neutral,neutral,94,8,4,9,"00:12:03,097","00:12:05,640"
895,941,I’ll make you an assistant buyer in this department.,Cheryl,neutral,neutral,94,9,4,9,"00:12:05,808","00:12:08,810"
896,942,Say more things like that.,Scarlett,joy,positive,94,10,4,9,"00:12:10,229","00:12:12,731"
897,943,"You can have your own office, and a raise! Effective tomorrow.",Cheryl,joy,positive,94,11,4,9,"00:12:13,524","00:12:16,526"
898,944,I’d need an expense account.,Scarlett,neutral,neutral,94,12,4,9,"0:12:17,319","0:12:18,779"
899,945,Done!,Cheryl,joy,positive,94,13,4,9,"0:12:18,779","0:12:19,983"
900,946,And an assistant.,Scarlett,neutral,neutral,94,14,4,9,"0:12:20,448","0:12:21,491"
901,947,"Sophie, get in here!",Cheryl,joy,positive,94,15,4,9,"0:12:21,491","0:12:23,063"
902,948,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,Scarlett,joy,positive,95,0,5,3,"00:04:00,782","00:04:04,409"
903,949,Oh my!,Luna,surprise,positive,95,1,5,3,"00:04:04,619","00:04:05,953"
904,950,They're male nurses.,Scarlett,neutral,neutral,95,2,5,3,"00:04:07,372","00:04:09,206"
905,951,Not in my head.,Luna,neutral,neutral,95,3,5,3,"00:04:09,374","00:04:11,291"
906,952,"Anyway, they want to take us out Saturday night! What do you say?",Scarlett,joy,positive,95,4,5,3,"00:04:12,001","00:04:15,671"
907,953,Umm.  Umm. Umm. I don't think so.,Abigail,joy,positive,95,5,5,3,"0:04:21,386","0:04:22,304"
908,954,What?,Scarlett,surprise,positive,95,6,5,3,"0:04:22,304","0:04:23,451"
909,955,What are you talking about?!,Scarlett,surprise,negative,95,7,5,3,"00:04:23,638","00:04:25,097"
910,956,You-you're the one who's been telling me to get over Ross and move on.,Scarlett,anger,negative,95,8,5,3,"00:04:25,348","00:04:29,059"
911,957,"I'm moving on, and you're moving on with me.",Scarlett,neutral,neutral,95,9,5,3,"00:04:29,310","00:04:31,395"
912,958,"Come on, give me one good reason why you don't wanna go.",Scarlett,neutral,neutral,95,10,5,3,"0:04:35,566","0:04:38,069"
913,959,"Umm, why don't you give",Abigail,neutral,neutral,95,11,5,3,"0:04:38,069","0:04:38,213"
914,960,What?,Scarlett,surprise,positive,95,12,5,3,"0:04:42,407","0:04:44,579"
915,961,Harder than it sounds. Isn't it?,Abigail,neutral,neutral,95,13,5,3,"0:04:44,579","0:04:45,331"
916,962,"Okay, you're coming with me, and I also told them that if we're still here when they get off that we'll go down to the cafeteria and have some",Scarlett,neutral,neutral,95,14,5,3,"00:04:45,994","00:04:54,751"
917,963,Yep! There's always room for,Luna,neutral,neutral,95,15,5,3,"00:04:51,207","00:04:54,751"
918,964,"Joey, how do you make",Scarlett,neutral,neutral,95,16,5,3,"00:04:58,172","00:05:00,132"
919,965,"Oh, it's easy. Yeah, I-I can do it with anything. Watch uh,  Grandma's chicken salad",Luna,neutral,neutral,95,17,5,3,"00:05:00,383","00:05:06,763"
920,966,"Hello, this is Monica...",Abigail,neutral,neutral,96,0,1,17,"00:14:02,007","00:14:04,217"
921,967,Yeah???,Abigail,neutral,neutral,96,1,1,17,"00:14:04,635","00:14:05,760"
922,968,Oh...,Abigail,neutral,neutral,96,2,1,17,"00:14:06,595","00:14:08,179"
923,969,"Okay, yes, we'll be right, we'll be right down.",Abigail,neutral,neutral,96,3,1,17,"0:14:08,430","0:14:09,942"
924,970,Thank you.,Abigail,neutral,neutral,96,4,1,17,"0:14:09,942","0:14:10,778"
925,971,Okay. Let’s bring it in.,Abigail,neutral,neutral,97,0,3,9,"00:04:23,888","00:04:25,514"
926,972,"Wait no, honey, honey throw it to me, throw it to me.",Scarlett,neutral,neutral,97,1,3,9,"00:04:25,682","00:04:27,140"
927,973,Here you go.,Patricia,neutral,neutral,97,2,3,9,"00:04:27,308","00:04:29,559"
928,974,That almost hit me in the face.,Scarlett,anger,negative,97,3,3,9,"00:04:31,104","00:04:33,772"
929,976,"Well, if the magician can open my beer with his but cheeks, then all right.",Mary,neutral,neutral,98,1,3,12,"00:01:44,896","00:01:48,732"
930,977,Hey!,Mary,joy,positive,99,0,7,19,"0:05:24,907","0:05:25,575"
931,978,Hey!,Abigail,joy,positive,99,1,7,19,"0:05:25,575","0:05:26,813"
932,979,Y’know I’m-I’m really glad we decided not to sleep together before the wedding.,Mary,joy,positive,99,2,7,19,"00:05:26,909","00:05:30,495"
933,980,"Oh boy, me too!",Abigail,joy,positive,99,3,7,19,"00:05:30,705","00:05:32,998"
934,981,Y’know I was thinking if we had a…a big fight and uh we broke up for a few hours,Mary,neutral,neutral,99,4,7,19,"00:05:33,541","00:05:38,211"
935,982,Yeah?,Abigail,fear,negative,99,5,7,19,"00:05:38,379","00:05:39,522"
936,983,"Technically we could have sex again. What do you think, bossy and domineering?!",Mary,neutral,neutral,99,6,7,19,"00:05:38,379","00:05:46,136"
937,984,"The wedding is off, sloppy and immature!",Abigail,anger,negative,99,7,7,19,"00:05:46,304","00:05:48,972"
938,985,That’s me! Come on!,Mary,joy,positive,99,8,7,19,"00:05:49,140","00:05:50,474"
939,986,"Okay.  But wait, we can’t. My Cousin Cassie is in the guest room, we’re supposed to have lunch.",Abigail,neutral,neutral,99,9,7,19,"00:05:50,641","00:05:54,144"
940,987,"Well, get rid of her, obsessive and shrill.",Mary,neutral,neutral,99,10,7,19,"00:05:54,312","00:05:56,438"
941,988,Shrill?! The wedding is back on!,Abigail,anger,negative,99,11,7,19,"00:05:57,440","00:05:59,900"
942,989,I thought I heard voices. You must be Chandler.,Mildred,neutral,neutral,99,12,7,19,"00:06:02,111","00:06:05,447"
943,990,Hi! Nice to meet you!,Mary,joy,positive,99,13,7,19,"0:06:06,074","0:06:07,506"
944,991,Nice to meet you too.,Mildred,neutral,neutral,99,14,7,19,"0:06:07,506","0:06:09,254"
945,992,"So, are you ready to go?",Abigail,neutral,neutral,99,15,7,19,"0:06:09,369","0:06:10,291"
946,993,Yeah.,Mildred,neutral,neutral,99,16,7,19,"0:06:10,291","0:06:11,973"
947,994,Chandler!,Abigail,anger,negative,99,17,7,19,"0:06:29,847","0:06:30,682"
948,995,I’ll be right with you.,Mary,neutral,neutral,99,18,7,19,"0:06:30,682","0:06:32,688"
949,996,"Th-th-that's all it is, a third nipple.",Patricia,neutral,neutral,100,0,3,23,"00:05:30,246","00:05:32,122"
950,998,Just your run-of-the-mill third nipple.,Patricia,neutral,neutral,100,1,3,23,"00:05:32,290","00:05:35,917"
951,1000,You can take it off.,Patricia,neutral,neutral,100,2,3,23,"0:05:36,085","0:05:37,212"
952,1001,Just slice that baby right off!,Patricia,fear,negative,100,3,3,23,"0:05:37,212","0:05:39,696"
953,1002,"Take your shirt off, and let's see what we're dealing with here.  What are you doing?",Katherine,neutral,neutral,100,4,3,23,"00:05:39,797","00:05:47,304"
954,1003,Just showing you my run-of-the-mill-slice-it-right-off third nipple.,Patricia,neutral,neutral,100,5,3,23,"00:05:48,181","00:05:52,726"
955,1004,Well that's not a third nipple.,Katherine,neutral,neutral,100,6,3,23,"00:05:52,894","00:05:55,729"
956,1005,No?,Patricia,surprise,negative,100,7,3,23,"00:05:54,000","00:05:55,729"
957,1006,"First of all, it's on your ass.",Katherine,neutral,neutral,101,0,6,23,"00:05:55,897","00:05:58,190"
958,1007,"Well then, what is it?!",Patricia,surprise,negative,101,1,6,23,"00:05:59,150","00:06:00,525"
959,1008,"Wait a minute, hold it.  Johnson! Will you come in here a moment?",Katherine,neutral,neutral,102,0,3,23,"00:06:01,152","00:06:08,116"
960,1009,I'm with Hamilton!,Joan,neutral,neutral,102,1,3,23,"00:06:05,198","00:06:08,116"
961,1010,"He's good with rear things, bring him in too.",Katherine,neutral,neutral,102,2,3,23,"00:06:08,284","00:06:10,619"
962,1011,"Umm, this is great wine.",Ashley,joy,positive,103,0,8,4,"00:09:13,386","00:09:16,805"
963,1012,"It’s from France…In Europe…Western Europe. Y’know umm, a few years ago I actually was backpacking across Western Europe.",Patricia,neutral,neutral,103,1,8,4,"00:09:17,056","00:09:26,147"
964,1013,Really?,Ashley,surprise,positive,103,2,8,4,"00:09:34,240","00:09:38,034"
965,1014,"Uh-hmm—Wait! It gets better. Um, yeah I was in Barcelona.",Patricia,joy,positive,103,3,8,4,"00:09:40,204","00:09:42,706"
966,1015,I studied for a year in Barcelona.,Ashley,neutral,neutral,103,4,8,4,"00:09:42,873","00:09:46,793"
967,1016,"Anyway, umm so I was um, I was hiking",Patricia,neutral,neutral,103,5,8,4,"0:09:48,588","0:09:52,634"
968,1017,I love hiking!,Ashley,joy,positive,103,6,8,4,"0:09:52,634","0:09:52,774"
969,1018,Oh that’s great! I was hiking along the foothills of Mount Tibidaybo,Patricia,joy,positive,103,7,8,4,"00:09:52,925","00:10:01,308"
970,1020,"So? Congratulations you two, I didn’t even know you got married.",Joyce,surprise,positive,104,0,8,23,"00:21:10,757","00:21:14,761"
971,1021,Oh we-we didn’t.,Scarlett,joy,positive,104,1,8,23,"00:21:15,011","00:21:16,596"
972,1022,No-no. We,Patricia,fear,negative,105,0,6,23,"00:21:15,011","00:21:16,596"
973,1023,What?!,Joyce,surprise,negative,105,1,6,23,"00:21:16,805","00:21:18,181"
974,1024,"Um uh…We’re-we’re just having this baby together but uh, uh that’s all.",Patricia,neutral,neutral,106,0,8,23,"00:21:18,432","00:21:22,894"
975,1025,Why?!!,Joyce,surprise,negative,106,1,8,23,"00:21:24,020","00:21:25,814"
976,1026,"Uh well umm…we’re just not in that place, y’know? But we’re very excited about this.",Patricia,neutral,neutral,106,2,8,23,"00:21:27,441","00:21:34,322"
977,1027,Oh. Well then shut me up.,Joyce,neutral,neutral,106,3,8,23,"00:21:34,531","00:21:37,367"
978,1028,Just tell me how.,Scarlett,neutral,neutral,106,4,8,23,"00:21:38,452","00:21:39,494"
979,1029,"Uh-oh, I feel another one coming.",Joyce,fear,negative,106,5,8,23,"00:21:41,455","00:21:43,707"
980,1031,"Let it go, Ross.",Luna,neutral,neutral,107,0,1,3,"00:07:33,578","00:07:35,120"
981,1032,"Yeah, well, you didn't know Chi Chi.",Patricia,neutral,neutral,107,1,1,3,"00:07:35,329","00:07:37,080"
982,1033,Do you all promise?,Abigail,neutral,neutral,107,2,1,3,"00:07:41,252","00:07:42,419"
983,1035,Chandler? Do you promise to be good?,Abigail,neutral,neutral,107,4,1,3,"00:07:45,548","00:07:48,467"
984,1036,"You can come in, but your filter-tipped little buddy has to stay outside!",Luna,joy,positive,107,5,1,3,"00:07:56,058","00:08:00,270"
985,1037,"Hey, Pheebs.",Patricia,neutral,neutral,107,6,1,3,"00:08:06,694","00:08:08,195"
986,1038,Dear Ms. Buffay.,Sofia,neutral,neutral,107,7,1,3,"0:08:10,072","0:08:11,414"
987,1039,Thank you for calling attention to our error.,Sofia,neutral,neutral,107,8,1,3,"0:08:11,414","0:08:13,294"
988,1040,We have credited your account with five hundred dollars.,Sofia,neutral,neutral,107,9,1,3,"0:08:10,072","0:08:16,287"
989,1041,"We're sorry for the inconvenience, and hope you'll accept this-  -",Sofia,neutral,neutral,107,10,1,3,"0:08:16,287","0:08:29,457"
990,1046,"Oh my God, honey we are so meant to be together. We both have copies of the",Mary,neutral,neutral,108,0,8,17,"00:11:39,448","00:11:46,871"
991,1047,"Honey, both yours.",Abigail,neutral,neutral,108,1,8,17,"00:11:42,243","00:11:46,871"
992,1048,Hey! Great advice on that Joey thing!,Scarlett,joy,positive,108,2,8,17,"00:11:48,916","00:11:51,876"
993,1049,Yeah? The work problem?,Abigail,neutral,neutral,108,3,8,17,"00:11:52,044","00:11:54,379"
994,1050,Oh it was perfect! I mean it really felt like he was my friend again.,Scarlett,joy,positive,108,4,8,17,"00:11:54,547","00:11:56,798"
995,1051,What problem did you tell him you had?,Mary,neutral,neutral,108,5,8,17,"00:11:56,966","00:12:01,553"
996,1052,"Oh that’s not important. The point is, I really—I think everything’s gonna be okay.",Scarlett,neutral,neutral,108,6,8,17,"00:12:02,096","00:12:13,314"
997,1053,"Okay, I’ve got some Ones, you wanna put them in her panties?",Abigail,neutral,neutral,109,0,4,14,"00:14:05,594","00:14:10,348"
998,1054,"No thanks, Mom!",Mary,disgust,negative,109,1,4,14,"00:14:10,516","00:14:12,934"
999,1056,"Ha-ha, it’s not my baby, ha-ha-ha!",Sofia,anger,negative,109,3,4,14,"00:14:25,030","00:14:27,740"
1000,1057,"Very good,  so good.",Abigail,joy,positive,109,4,4,14,"00:14:30,160","00:14:33,454"
1001,1058,"I really, really enjoyed it. Very exotic.",Sofia,joy,positive,109,5,4,14,"00:14:33,622","00:14:38,042"
1002,1059,"Well, I just checked our messages and Joshua didn’t call.",Scarlett,sadness,negative,109,6,4,14,"00:14:38,711","00:14:41,963"
1003,1060,I mean you’d think he’d be worried about me not showing up at his club.,Scarlett,sadness,negative,109,7,4,14,"00:14:42,131","00:14:45,550"
1004,1061,"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!",Scarlett,sadness,negative,109,8,4,14,"00:14:45,718","00:14:50,513"
1005,1062,Come on! Look where you are!!,Sofia,joy,positive,109,9,4,14,"00:14:50,681","00:14:53,641"
1006,1063,"When you get a sec, another round of daiquiris.",Abigail,neutral,neutral,109,10,4,14,"0:14:55,102","0:14:57,034"
1007,1064,"Remember, a virgin for me please.",Sofia,neutral,neutral,109,11,4,14,"0:14:57,034","0:14:58,986"
1008,1065,Oh! And don’t let me leave without getting the name of that carpet guy.,Abigail,neutral,neutral,109,12,4,14,"00:14:59,106","00:15:02,400"
1009,1066,"Ahh, come on! Y’know what—y’know what, I think I’m just gonna go home and call Kathy.",Mary,neutral,neutral,109,13,4,14,"00:15:02,568","00:15:10,825"
1010,1067,"Well, if you think it will help.",Sofia,neutral,neutral,109,14,4,14,"0:15:07,656","0:15:08,991"
1011,1068,No!,Mary,anger,negative,109,15,4,14,"0:15:08,991","0:15:09,793"
1012,1069,That was a test!,Mary,fear,negative,109,16,4,14,"0:15:09,793","0:15:10,912"
1013,1070,In a couple of hours I’m gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,Mary,fear,negative,109,17,4,14,"00:15:10,993","00:15:15,371"
1014,1071,"And then after that, I’m gonna get so drunk, I’m gonna wanna call Janice",Mary,fear,negative,109,18,4,14,"00:15:15,539","00:15:18,416"
1015,1072,You should! How is she?,Sofia,surprise,positive,109,19,4,14,"00:15:18,584","00:15:20,335"
1016,1073,Ohhh!!,Mary,anger,negative,109,20,4,14,"00:15:19,000","00:15:20,335"
1017,1074,I think somebody needs another lap dance.,Abigail,joy,positive,109,21,4,14,"00:15:22,129","00:15:24,714"
1018,1075,"All right, I definitely taste nutmeg.",Abigail,neutral,neutral,110,0,7,3,"0:08:03,733","0:08:05,615"
1019,1076,You do?,Sofia,surprise,positive,110,1,7,3,"0:08:05,615","0:08:06,571"
1020,1077,"You don’t?  Well, that’s the difference between a professional and a layman.",Abigail,surprise,positive,110,2,7,3,"00:08:06,694","00:08:11,531"
1021,1078,That and arrogance.,Sofia,anger,negative,110,3,7,3,"00:08:13,242","00:08:14,951"
1022,1079,Hey.,Luna,neutral,neutral,110,4,7,3,"00:08:17,121","00:08:18,163"
1023,1080,Hey! How was sailing?,Abigail,joy,positive,110,5,7,3,"00:08:17,121","00:08:19,915"
1024,1081,Wow thanks!,Luna,joy,positive,111,0,7,1,"00:09:11,801","00:09:14,177"
1025,1082,Joe?,Mary,fear,negative,111,1,7,1,"0:09:17,848","0:09:18,810"
1026,1083,Yeah!,Luna,joy,positive,111,2,7,1,"0:09:18,810","0:09:20,452"
1027,1084,"Uh, you’ve had a lot of sex right?",Mary,neutral,neutral,111,3,7,1,"00:09:20,601","00:09:26,439"
1028,1085,"When? Today? Some, not a lot.",Luna,surprise,positive,111,4,7,1,"00:09:29,527","00:09:36,199"
1029,1086,"Well, it’s just the reason that I’m asking is because I kind of eh, uh, I was unable to—I mean I really wanted to, but I couldn’t….",Mary,fear,negative,111,5,7,1,"00:09:41,956","00:09:48,920"
1030,1087,"There huh—hmm, there-there was an incident.",Mary,fear,negative,111,6,7,1,"00:09:49,130","00:09:51,298"
1031,1088,"Don’t worry about that man, that happens.",Luna,neutral,neutral,111,7,7,1,"00:09:52,758","00:09:55,844"
1032,1089,It’s happened to you?,Mary,surprise,negative,111,8,7,1,"0:09:56,304","0:09:57,606"
1033,1090,Yeah! Once.,Luna,neutral,neutral,111,9,7,1,"0:09:57,606","0:09:59,654"
1034,1091,"Well, what’d you do?",Mary,surprise,negative,111,10,7,1,"0:10:00,182","0:10:01,104"
1035,1092,I did it anyway.,Luna,neutral,neutral,111,11,7,1,"0:10:01,104","0:10:03,938"
1036,1093,‘Sup? ‘Sup dude?,Luna,neutral,neutral,111,12,7,1,"00:08:20,666","00:08:27,255"
1037,1094,"Take whatever you want, just please don’t hurt me.",Mary,fear,negative,111,13,7,1,"00:08:27,882","00:08:30,550"
1038,1095,So you’re playing a little,Luna,neutral,neutral,111,14,7,1,"00:08:32,762","00:08:52,948"
1039,1096,"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",Mary,disgust,negative,111,15,7,1,"00:08:53,241","00:08:59,829"
1040,1097,"Come on man, really how old?!",Luna,surprise,positive,111,16,7,1,"00:09:01,290","00:09:02,874"
1041,1098,"Young! You’re a man-child okay?! Now go get changed because everybody’s ready and please, oh please, keep my underwear!",Mary,disgust,negative,111,17,7,1,"00:09:03,084","00:09:14,177"
1042,1099,And they knew about it?,Patricia,surprise,negative,112,0,7,2,"00:06:41,401","00:06:43,068"
1043,1100,"Okay, well Ross, what is this really about?",Sofia,surprise,negative,112,1,7,2,"00:06:46,864","00:06:49,408"
1044,1101,"Look, this is my home and I want to be able to come and go whenever I want!",Patricia,anger,negative,112,2,7,2,"00:06:50,034","00:06:53,870"
1045,1102,"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!",Sofia,anger,negative,112,3,7,2,"00:06:54,080","00:06:59,501"
1046,1103,"The big deal is I don’t want naked, greasy strangers in my apartment when I want to kick back with a puzzle—beer! Cold beer.",Patricia,disgust,negative,112,4,7,2,"00:06:59,669","00:07:07,175"
1047,1104,"Okay, look, he's not gonna hurt them, right?",Patricia,neutral,neutral,113,0,1,10,"00:07:42,962","00:07:45,797"
1048,1105,Do you always have to bring him here?,Abigail,anger,negative,113,1,1,10,"00:07:45,965","00:07:47,966"
1049,1106,I didn't wanna leave him alone.,Patricia,neutral,neutral,113,2,1,10,"0:07:49,469","0:07:51,191"
1050,1107,Alright?,Patricia,neutral,neutral,113,3,1,10,"0:07:51,191","0:07:51,475"
1051,1108,We- we had our first fight this morning.,Patricia,neutral,neutral,113,4,1,10,"00:07:51,596","00:07:54,139"
1052,1109,I think it has to do with my working late.,Patricia,neutral,neutral,113,5,1,10,"00:07:55,850","00:08:00,896"
1053,1110,"I said some things that I didn't mean, and he- he threw some faeces...",Patricia,neutral,neutral,113,6,1,10,"00:08:02,982","00:08:05,192"
1054,1111,"Y'know, if you're gonna work late, I could look in on him for you.",Mary,neutral,neutral,113,7,1,10,"00:08:08,613","00:08:11,281"
1055,1112,"Oh, that'd be great!",Patricia,joy,positive,113,8,1,10,"00:08:11,449","00:08:13,450"
1056,1113,"Okay, but if you do, make sure it seems like you're there to see him, okay, and you're not like doing it as a favour to me.",Patricia,neutral,neutral,113,9,1,10,"00:08:13,618","00:08:19,789"
1057,1114,"Okay, but if he asks, I'm not going to lie.",Mary,neutral,neutral,113,10,1,10,"00:08:19,957","00:08:23,001"
1058,1116,Check this out.,Mary,neutral,neutral,114,0,4,21,"00:21:32,291","00:21:33,457"
1059,1117,It says here that there’s a place you can go to rent videos of all the museums!,Mary,surprise,positive,114,1,4,21,"00:21:33,667","00:21:37,128"
1060,1118,"""It’s almost as good as being there.""",Mary,neutral,neutral,114,2,4,21,"00:21:37,379","00:21:40,214"
1061,1119,It’s better! You can’t go to a museum in your underwear!,Luna,joy,positive,114,3,4,21,"00:21:40,424","00:21:44,135"
1062,1120,Oh-ho! I bet the British version is gooooood!,Luna,joy,positive,114,4,4,21,"00:22:00,027","00:22:03,070"
1063,1121,"Uh, may I help you?",Judith,neutral,neutral,115,0,3,7,"00:21:24,366","00:21:26,200"
1064,1122,"Yeah, I talked to you on the phone, I’m the lady that got stuck with the racecar bed.",Abigail,neutral,neutral,115,1,3,7,"00:21:26,368","00:21:37,837"
1065,1123,"Look, it’s like I told you, there’s nothing I can do. You signed for it, Monica Velula Geller.",Judith,neutral,neutral,115,2,3,7,"00:21:28,954","00:21:37,837"
1066,1124,"All right, Jester man, look we wanna see the king.",Luna,neutral,neutral,115,3,3,7,"00:21:38,547","00:21:40,715"
1067,1125,Nobody sees the king!,Judith,anger,negative,115,4,3,7,"00:21:40,882","00:21:42,842"
1068,1126,"Oh-ho-kay, I’m talking to the king.",Luna,neutral,neutral,115,5,3,7,"00:21:43,844","00:21:45,928"
1069,1127,Hey! You can’t go back there!,Judith,surprise,negative,115,6,3,7,"00:21:46,138","00:21:48,097"
1070,1128,Oh my God.,Joyce,surprise,negative,115,7,3,7,"00:21:53,854","00:21:57,732"
1071,1129,"So, this must be kinda neat for ya, huh?",Patricia,neutral,neutral,116,0,3,10,"00:04:30,853","00:04:34,648"
1072,1130,"I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don’t have to sell those cookies anymore.",Patricia,neutral,neutral,116,1,3,10,"00:04:34,816","00:04:40,737"
1073,1131,"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a",Rose,sadness,negative,116,2,3,10,"00:04:42,282","00:04:49,788"
1074,1132,"Wow, you ah, you really like all this space stuff, huh?",Patricia,surprise,positive,116,3,3,10,"00:04:49,956","00:04:54,626"
1075,1133,Yeah.,Rose,neutral,neutral,116,4,3,10,"00:04:54,794","00:04:58,338"
1076,1134,"My Dad says if I spend as much time helping him clean apartments, as I do daydreaming about outer space, he’d be able to afford a trip to the Taj Mahal.",Rose,neutral,neutral,116,5,3,10,"00:04:58,506","00:05:08,348"
1077,1135,I think you would have to clean a whole lot of apartments to go all the way to India.,Patricia,neutral,neutral,116,6,3,10,"00:05:04,095","00:05:08,348"
1078,1136,"No. The one in Atlantic City, Dad loves the slots. He says he’s gonna double the college money my Grandma left me.",Rose,sadness,negative,116,7,3,10,"00:05:08,516","00:05:17,232"
1079,1137,"Oh, um, I don’t know if that’s a good idea.",Abigail,joy,positive,117,0,3,13,"00:02:23,560","00:02:25,727"
1080,1138,"Oh. Look, just friends, I won’t grope you. I promise.",Martha,neutral,neutral,117,1,3,13,"00:02:25,895","00:02:28,730"
1081,1139,"No, I just I think that it’s too soon.",Abigail,joy,positive,117,2,3,13,"00:02:29,732","00:02:31,567"
1082,1140,"No it’s not too soon, I had lunch at a eleven.",Martha,neutral,neutral,117,3,3,13,"00:02:31,776","00:02:34,528"
1083,1141,I invented the game of Cups as a way to give Joey money.,Mary,neutral,neutral,118,0,6,6,"00:21:09,017","00:21:12,311"
